"","ParcelNumb","Address","lat","long"
"1285","1-4-7-004-012-0015","47-410 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1286","1-9-1-132-010-0017","91-2256 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1287","1-3-3-014-067-0001","3955 A Koko Drive, Honolulu, HI 96816",NA,NA
"1288","1-8-5-022-002-0000","85-1008 Waianae Valley RD, Waianae, HI 96792",NA,NA
"1289","1-9-8-040-006-0089","98-430 Kaonohi ST, Aiea, HI 96701",NA,NA
"1290","1-3-2-052-036-0000","846-18th AVE, Honolulu, HI 96816",NA,NA
"1291","1-9-2-014-015-0000","92-338 Akaula ST, Kapolei, HI 96707",NA,NA
"1292","1-9-2-036-026-0000","92-1414 Palahia ST, Kapolei, HI 96707",NA,NA
"1293","1-9-4-099-073-0198","94-1459 Waipio Uka ST, Waipahu, HI 96797",NA,NA
"1294","1-4-3-034-044-0000","271 A Kainalu Drive, kailua, HI 96734",NA,NA
"1295","1-9-5-002-004-0021","95-1286 Wikao ST, Mililani, HI 96789",NA,NA
"1296","1-4-7-004-020-0044","47-345B Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1297","1-9-1-117-104-0000","91-1174 Kaiopua ST, Ewa Beach, HI 96706",NA,NA
"1298","1-4-5-081-020-0000","45-665 Anoi RD, Kaneohe, HI 96744",NA,NA
"1299","1-9-1-142-014-0000","91-1081 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1300","1-9-1-010-086-0001","91-196 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1301","1-9-4-115-015-0029","94-1041 Oli PL, Waipahu, HI 96797",NA,NA
"1302","1-9-5-043-032-0000","95-1094 Leolani ST, Mililani, HI 96789",NA,NA
"1303","1-9-1-081-122-0000","91-205 Puahiohio PL, Kapolei, HI 96707",NA,NA
"1304","1-9-8-065-049-0000","98-463 Pono ST, Aiea, HI 96701",NA,NA
"1305","1-5-8-004-054-0002","58-126 Iwia PL, Haleiwa, HI 96712",NA,NA
"1306","1-9-4-115-006-0045","94-1211 Kipaa PL, Waipahu, HI 96797",NA,NA
"1307","1-9-1-102-055-0003","91-1009 Puwalu ST, Ewa Beach, HI 96706",NA,NA
"1308","1-9-8-059-001-0107","98-829F Noelani ST, Pearl City, HI 96782",NA,NA
"1309","1-9-1-010-097-0004","91-3014 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"1310","1-9-1-056-014-0039","92-1539G Aliinui Drive, Kapolei, HI 96707",NA,NA
"1311","1-9-4-007-033-0118","94-870 Lumiauau ST, waipahu, HI 96797",NA,NA
"1312","1-9-5-049-009-0033","95-1005 Ainamakua Drive, Mililani, HI 96789",NA,NA
"1313","1-9-5-061-060-0000","95-1022 Meahou ST, Mililani, HI 96789",NA,NA
"1314","1-9-5-049-004-0063","95-1064 Ainamakua Drive, Mililani, HI 96789",NA,NA
"1315","1-9-8-011-050-0035","98-718A Kaonohi ST, Aiea, HI 96701",NA,NA
"1316","1-9-9-055-017-0000","99-530 Halawa Hts RD, Aiea, HI 96701",NA,NA
"1317","1-9-4-050-088-0000","94-1024 Hoainau ST, Waipahu, HI 96797",NA,NA
"1318","1-9-5-086-013-0005","95-1058 MAHEA ST, MILILANI MAUKA, HI 96789",NA,NA
"1319","1-9-1-010-107-0005","91-468 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1320","1-9-1-142-009-0000","91-1097 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1321","1-9-1-012-086-0018","91-2089 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"1322","1-4-5-021-029-0002","45-537D Pahia RD, Kaneohe, HI 96744",NA,NA
"1323","1-4-5-022-023-0004","45-593A Paleka RD, Kaneohe, HI 96744",NA,NA
"1324","1-9-1-127-025-0000","91-1045 Kaihi ST, Ewa Beach, HI 96706",NA,NA
"1325","1-9-8-040-006-0086","98-424 Kaonohi ST, Aiea, HI 96701",NA,NA
"1326","1-9-4-007-085-0040","94-662 Lumiauau ST, Waipahu, HI 96797",NA,NA
"1327","1-3-3-011-093-0000","1257-16th AVE, Honolulu, HI 96816",NA,NA
"1328","1-8-7-050-085-0000","87-1723 Mokila ST, Waianae, HI 96792",NA,NA
"1329","1-9-1-037-154-0000","91-1038 Ma Ke Kula PL, Ewa Beach, HI 96706",NA,NA
"1330","1-8-6-025-083-0000","86-176 Moelua ST, Waianae, HI 96792",NA,NA
"1331","1-9-5-049-037-0004","95-1139 Makaikai ST, Mililani, HI 96789",NA,NA
"1332","1-4-5-060-012-0000","45-422 Koa Kahiko ST, Kaneohe, HI 96744",NA,NA
"1333","1-9-4-009-040-0000","94-1265 Waipahu ST, Waipahu, HI 96797",NA,NA
"1334","1-4-7-061-009-0000","47-508 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1335","1-9-1-012-067-0007","91-2047 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"1336","1-4-7-003-005-0002","47-414 Ahuimanu PL, Kaneohe, HI 96744",NA,NA
"1337","1-9-4-117-016-0000","94-772 Kaao PL, Waipahu, HI 96797",NA,NA
"1338","1-9-1-056-005-0161","92-1029E Koio Drive, Kapolei, HI 96707",NA,NA
"1339","1-9-8-059-005-0060","98-512E Kamahao PL, Pearl City, HI 96782",NA,NA
"1340","1-5-9-003-002-0001","59-481 Ke Waena RD, Haleiwa, HI 96712",NA,NA
"1341","1-4-7-004-019-0051","47-457 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1342","1-4-7-004-034-0068","47-668 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1343","1-4-7-004-027-0006","47-736 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1344","1-9-2-012-091-0000","92-631 Auwaea ST, Kapolei, HI 96707",NA,NA
"1345","1-9-1-132-010-0061","91-2236 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1346","1-9-1-155-044-0000","91-1773 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1347","1-8-4-017-002-0002","84-716C Farrington Highway, Waianae, HI 96792",NA,NA
"1348","1-9-8-060-033-0030","98-592 Kilinoe ST, Aiea, HI 96701",NA,NA
"1349","1-9-2-019-073-0007","92-1206 Palahia ST, Kapolei, HI 96707",NA,NA
"1350","1-3-8-010-009-0001","474C Kuliouou RD, Honolulu, HI 96821",NA,NA
"1351","1-3-2-002-006-0000","1104-4th AVE, Honolulu, HI 96816",NA,NA
"1352","1-3-2-047-007-0000","912-16th AVE, Honolulu, HI 96816",NA,NA
"1353","1-8-4-014-050-0000","84-919 Hana ST, Waianae, HI 96792",NA,NA
"1354","1-9-2-019-071-0028","72-7167 Elele STs, Kapolei, HI 96707",NA,NA
"1355","1-5-9-002-070-0000","59-209A Ke Nui RD, Haleiwa, HI 96712",NA,NA
"1356","1-9-1-155-036-0000","91-1776 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1357","1-9-1-039-001-0016","91-656 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1358","1-4-5-045-033-0003","45-179Q Lilipuna RD, Kaneohe, HI 96744",NA,NA
"1359","1-3-7-009-008-0000","5574 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1360","1-9-1-166-021-0000","91-1162 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1361","1-9-4-115-030-0100","94-1016 Kaukahi PL, Waipahu, HI 96797",NA,NA
"1362","1-9-1-154-045-0000","91-1813 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1363","1-9-1-137-019-0000","91-1057 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1364","1-9-8-002-028-0065","98-1080 Komo Mai Drive, Aiea, HI 96701",NA,NA
"1365","1-9-1-010-108-0006","91-492 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1366","1-7-5-003-004-0002","1576A California AVE, Wahiawa, HI 96786",NA,NA
"1367","1-9-8-059-001-0076","98-805 Noelani ST, Pearl City, HI 96782",NA,NA
"1368","1-3-2-048-012-0000","933-18th AVE, Honolulu, HI 96816",NA,NA
"1369","1-6-6-030-050-0000","66-416 Pikai ST, Haleiwa, HI 96712",NA,NA
"1370","1-9-1-003-006-0000","91-1017 Ahona ST, Ewa Beach, HI 96706",NA,NA
"1371","1-9-1-016-218-0010","91-1183 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"1372","1-9-1-158-077-0000","424 Koakoa ST, Kapolei, HI 96707",NA,NA
"1373","1-4-7-004-012-0019","47-408 2 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1374","1-3-3-004-129-0000","1236, 1236A 8th AVE, Honolulu, HI 96816",NA,NA
"1375","1-8-7-052-086-0000","87-1694 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1376","1-9-1-160-037-0016","91-1101 Kukulu ST, Kapolei, HI 96707",NA,NA
"1377","1-9-1-036-088-0000","91-513 Papipi RD, Ewa Beach, HI 96706",NA,NA
"1378","1-4-4-012-064-0121","44-181 3 Laha ST, Kaneohe, HI 96744",NA,NA
"1379","1-9-2-019-039-0093","92-1304 Kikaha ST, Kapolei, HI 96707",NA,NA
"1380","1-9-1-010-116-0002","91-662 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1381","1-9-4-007-067-0070","94-521 Lumiaina ST, Waipahu, HI 96797",NA,NA
"1382","1-9-5-017-110-0000","95-433 Kahaikahai PL, Mililani, HI 96789",NA,NA
"1383","1-4-7-050-087-0003","47-459A Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"1384","1-9-4-115-030-0082","94-1031 Kaukahi PL, Waipahu, HI 96797",NA,NA
"1385","1-9-1-010-060-0006","91-229 Makalauna PL, Ewa Beach, HI 96706",NA,NA
"1386","1-5-9-020-017-0000","59-329D Ke Nui RD, Haleiwa, HI 96712",NA,NA
"1387","1-9-2-019-044-0050","92-1131 Panana ST, Kapolei, HI 96707",NA,NA
"1388","1-9-1-132-001-0003","91-1227 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1389","1-9-1-042-055-0000","91-1184 Hanaloa ST, Ewa Beach, HI 96706",NA,NA
"1390","1-9-1-039-110-0000","91-659 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1391","1-9-4-158-086-0000","94-781 Lumiauau ST, Waipahu, HI 96797",NA,NA
"1392","1-3-3-005-070-0002","1347-9th AVE, Honolulu, HI 96816",NA,NA
"1393","1-4-5-027-003-0000","45-561 Keole ST, Kaneohe, HI 96744",NA,NA
"1394","1-9-1-105-109-0000","91-1055 Kanio ST, Kapolei, HI 96707",NA,NA
"1395","1-9-1-016-195-0021","91-1263 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"1396","1-9-4-094-028-0000","94-246 Kealohi ST, Mililani, HI 96789",NA,NA
"1397","1-9-4-067-004-0000","94-393 Anania Drive, Mililani, HI 96789",NA,NA
"1398","1-1-1-066-058-0000","1316 Ala Kika PL, Honolulu, HI 96818",NA,NA
"1399","1-4-5-087-069-0000","45-564 Anoi RD, Kaneohe, HI 96744",NA,NA
"1400","1-9-5-017-028-0008","95-601 Kipapa Drive, Mililani, HI 96789",NA,NA
"1401","1-4-7-004-012-0032","47-402 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1402","1-9-4-007-089-0008","94-1027 Maiau ST, Waipahu, HI 96797",NA,NA
"1403","1-9-4-132-007-0000","94-419 Hamau ST, Waipahu, HI 96797",NA,NA
"1404","1-8-5-010-015-0000","85-126 Waianae Valley RD, Waianae, HI 96792",NA,NA
"1405","1-4-7-004-020-0026","47-363B Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1406","1-9-1-132-001-0094","91-1005 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1407","1-4-7-004-034-0095","47-661 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1408","1-3-3-013-029-0000","4050D Keanu ST, Honolulu, HI 96816",NA,NA
"1409","1-8-4-002-049-0269","84-718 ALA MAHIKU ST, WAIANAE, HI 96792",NA,NA
"1410","1-4-3-016-008-0000","276 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1411","1-8-7-028-012-0000","87-597 Farrington Highway, Waianae, HI 96792",NA,NA
"1412","1-8-4-005-003-0000","84-897 Farrington Highway, Waianae, HI 96792",NA,NA
"1413","1-3-2-004-032-0000","1142-8th AVE, Honolulu, HI 96816",NA,NA
"1414","1-3-2-022-017-0000","820-12th AVE, Honolulu, HI 96816",NA,NA
"1415","1-4-4-012-064-0129","44-173 5 Laha ST, Kaneohe, HI 96744",NA,NA
"1416","1-4-5-018-043-0000","45-845 Halemuku ST, Kaneohe, HI 96744",NA,NA
"1417","1-9-2-033-004-0000","92-1290 Palahia ST, Kapolei, HI 96707",NA,NA
"1418","1-8-4-018-007-0005","84-510 Farrington Highway, Waianae, HI 96792",NA,NA
"1419","1-4-4-015-093-0000","44-140 Puuohalai PL, Kaneohe, HI 96744",NA,NA
"1420","1-9-5-049-037-0005","95-1137 Makaikai ST, Mililani, HI 96789",NA,NA
"1421","1-9-1-045-115-0000","91-1358A Karayan ST, Ewa Beach, HI 96706",NA,NA
"1422","1-9-1-010-105-0003","91-412 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1423","1-4-5-083-011-0000","45-636 Anoi RD, Kaneohe, HI 96744",NA,NA
"1424","1-4-6-010-024-0000","46-503 Haiku Plantations Drive, Kaneohe, HI 96744",NA,NA
"1425","1-9-1-158-119-0000","404 Malamalama ST, Kapolei, HI 96707",NA,NA
"1426","1-9-5-090-005-0016","95-1205 Moea ST, Mililani, HI 96789",NA,NA
"1427","1-9-1-016-193-0013","91-1245 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"1428","1-9-8-002-039-0040","98-1753 Kaahumanu ST, Aiea, HI 96701",NA,NA
"1429","1-6-6-031-026-0000","66-336 Pikai ST, Haleiwa, HI 96712",NA,NA
"1430","1-4-3-032-070-0000","105C Kainalu Drive, Kailua, HI 96734",NA,NA
"1431","1-9-9-033-003-0000","99-917 Halawa Hts RD, Aiea, HI 96701",NA,NA
"1432","1-9-2-011-070-0000","92-349 Akaula ST, Kapolei, HI 96707",NA,NA
"1433","1-9-1-056-005-0022","92-1017U Koio Drive, Kapolei, HI 96707",NA,NA
"1434","1-9-1-037-153-0000","91-1042 Ma Ke Kula PL, Ewa Beach, HI 96706",NA,NA
"1435","1-9-5-049-023-0014","95-1497 AINAMAKUA Drive, MILILANI MAUKA, HI 96789",NA,NA
"1436","1-9-1-010-099-0008","91-3062 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"1437","1-3-1-002-002-0002","834-6th AVE, Honolulu, HI 96816",NA,NA
"1438","1-9-5-039-105-0000","95-1019 Wekiu ST, Miliani, HI 96789",NA,NA
"1439","1-4-7-066-013-0000","47-565 Alawiki ST, Kaneohe, HI 96744",NA,NA
"1440","1-4-6-022-122-0000","46-138 Humu ST, Kaneohe, HI 96744",NA,NA
"1441","1-9-1-056-005-0275","92-1055E Koio Drive, Kapolei, HI 96707",NA,NA
"1442","1-9-5-076-043-0000","95-1141 Ahoka ST, Mililani, HI 96789",NA,NA
"1443","1-4-7-004-030-0078","47-273 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1444","1-8-4-025-008-0000","84-688 Lahaina ST, Waianae, HI 96792",NA,NA
"1445","1-4-7-046-092-0002","47-648A Melekula RD, Kaneohe, HI 96744",NA,NA
"1446","1-9-1-071-080-0055","91-1071 Oaniani ST, Kapolei, HI 96707",NA,NA
"1447","1-4-1-004-015-0000","41-846 Laumilo ST, Waimanalo, HI 96795",NA,NA
"1448","1-9-8-034-025-0000","98-1228 Kuawa ST, Aiea, HI 96701",NA,NA
"1449","1-9-4-115-038-0037","94-1386 Kulewa Loop, Waipahu, HI 96797",NA,NA
"1450","1-4-5-020-059-0002","45-873A Luana PL, Kaneohe, HI 96744",NA,NA
"1451","1-8-4-026-086-0000","84-644A Kepue ST, Waianae, HI 96792",NA,NA
"1452","1-9-1-162-014-0007","91-1313 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"1453","1-9-5-041-059-0000","95-363 Lanikuhana AVE, Mililani, HI 96789",NA,NA
"1454","1-9-1-157-032-0000","91-1258 Kaiokia ST, Ewa Beach, HI 96706",NA,NA
"1455","1-9-1-133-010-0000","91-6622 Kapolei Parkway, Ewa Beach, HI 96706",NA,NA
"1456","1-9-2-018-020-0000","92-645 Malahuna Loop, Kapolei, HI 96707",NA,NA
"1457","1-9-1-130-003-0000","91-1069 Hoowalea ST, Ewa Beach, HI 96706",NA,NA
"1458","1-9-1-068-126-0000","91-1019 Holi ST, Kapolei, HI 96707",NA,NA
"1459","1-9-4-031-028-0000","94-158 Haaa ST, Waipahu, HI 96797",NA,NA
"1460","1-9-2-019-021-0037","92-1319 Panana ST, Kapolei, HI 96707",NA,NA
"1461","1-9-1-025-079-0000","91-780 Pohakupuna RD, Ewa Beach, HI 96706",NA,NA
"1462","1-9-1-056-005-0249","92-1095C Koio Drive, Kapolei, HI 96707",NA,NA
"1463","1-9-1-065-038-0000","91-1021 Hamana ST, Ewa Beach, HI 96706",NA,NA
"1464","1-3-2-001-067-0000","1122-2nd AVE, Honolulu, HI 96816",NA,NA
"1465","1-3-2-043-024-0000","1011-15th AVE, Honolulu, HI 96816",NA,NA
"1466","1-9-8-040-002-0082","98-506 Kaonohi ST, Aiea, HI 96701",NA,NA
"1467","1-9-1-102-005-0022","91-244 Leleoi PL, Ewa Beach, HI 96706",NA,NA
"1468","1-9-1-039-092-0000","91-702 Kilinahe ST, Ewa Beach, HI 96706",NA,NA
"1469","1-5-9-002-026-0000","59-175C Ke Nui RD, Haleiwa, HI 96712",NA,NA
"1470","1-4-4-011-082-0122","196-2 Noke ST, Kailua, HI 96734",NA,NA
"1471","1-4-7-004-030-0108","47-287B Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1472","1-4-5-040-092-0000","45-528 Malio PL, Kaneohe, HI 96744",NA,NA
"1473","1-4-1-032-023-0000","41-706 Paloa PL, Waimanalo, HI 96795",NA,NA
"1474","1-9-5-067-009-0000","95-200 Aahu PL, Mililani, HI 96789",NA,NA
"1475","1-9-1-033-022-0000","91-1118 Kuhina ST, Ewa Beach, HI 96706",NA,NA
"1476","1-9-1-112-096-0000","91-1594 Wahane ST, Kapolei, HI 96707",NA,NA
"1477","1-3-2-042-011-0000","1040-14th AVE, Honolulu, HI 96816",NA,NA
"1478","1-4-4-012-064-0109","44-170 3 Laha ST, Kaneohe, HI 96744",NA,NA
"1479","1-8-4-012-022-0000","84-993 Lahaina ST, Waianae, HI 96792",NA,NA
"1480","1-9-1-010-100-0002","91-3091 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"1481","1-9-1-138-077-0000","91-1027 Kai Loli ST, Ewa Beach, HI 96706",NA,NA
"1482","1-4-7-004-020-0076","47-362C Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1483","1-9-1-037-152-0000","91-1045 Ma Ke Kula PL, Ewa Beach, HI 96706",NA,NA
"1484","1-9-1-132-001-0039","91-1033 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1485","1-9-9-009-025-0000","99-927 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"1486","1-9-1-107-003-0000","91-1027 Makaike ST, Ewa Beach, HI 96706",NA,NA
"1487","1-3-2-037-038-0000","1108-14th AVE, Honolulu, HI 96816",NA,NA
"1488","1-9-1-155-045-0000","91-1775 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1489","1-9-1-045-124-0000","91-1746 Ala Loa ST, Ewa Beach, HI 96706",NA,NA
"1490","1-9-1-010-078-0008","91-1928 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"1491","1-9-1-042-058-0000","91-1178 Hanaloa ST, Ewa Beach, HI 96706",NA,NA
"1492","1-9-8-015-034-0000","98-248A Aiea Kai PL, Aiea, HI 96701",NA,NA
"1493","1-9-1-127-108-0000","91-1039 Kaiakua ST, Ewa Beach, HI 96706",NA,NA
"1494","1-9-1-056-005-0124","92-1025D Koio Drive, Kapolei, HI 96707",NA,NA
"1495","1-9-8-011-052-0030","98-831 Kaonohi ST, Aiea, HI 96701",NA,NA
"1496","1-3-2-001-019-0000","1123-2nd AVE, Honolulu, HI 96816",NA,NA
"1497","1-4-3-016-020-0000","270 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1498","1-3-3-038-022-0000","1834-10th AVE, Honolulu, HI 96816",NA,NA
"1499","1-9-1-137-009-0000","91-1044 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1500","1-3-2-025-024-0000","726-11th AVE, Honolulu, HI 96816",NA,NA
"1501","1-9-1-010-093-0016","91-328 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1502","1-9-1-024-092-0000","91-369 Fort Weaver RD, Ewa Beach, HI 96706",NA,NA
"1503","1-4-3-028-043-0000","161 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1504","1-9-1-010-089-0007","91-1067 Kamailio ST, Ewa Beach, HI 96706",NA,NA
"1505","1-3-3-014-067-0002","3955 B Koko Drive, Honolulu, HI 96816",NA,NA
"1506","1-4-7-004-020-0027","47-363C Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1507","1-3-2-029-038-0000","551-11th AVE, Honolulu, HI 96816",NA,NA
"1508","1-8-6-021-054-0000","86-892 Hale Ekahi Drive, Waianae, HI 96792",NA,NA
"1509","1-3-2-012-027-0000","1003-7th AVE, Honolulu, HI 96816",NA,NA
"1510","1-9-5-002-004-0046","95-1349 Wikao ST, Mililani, HI 96789",NA,NA
"1511","1-9-4-069-055-0000","94-368 Kapuahi ST, Mililani, HI 96789",NA,NA
"1512","1-4-7-004-020-0055","47-341E Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1513","1-9-4-103-003-0027","94-870 Lelepua ST, Waipahu, HI 96797",NA,NA
"1514","1-9-1-042-011-0000","91-1193 Kauiki ST, Ewa Beach, HI 96706",NA,NA
"1515","1-8-7-027-030-0000","87-234 Auyong Hmstd RD, Waianae, HI 96792",NA,NA
"1516","1-9-4-136-087-0000","94-1016 Heahea ST, Waipahu, HI 96797",NA,NA
"1517","1-9-4-118-032-0000","94-1022 Oli Loop, Waipahu, HI 96797",NA,NA
"1518","1-8-4-014-011-0001","84-892 Farrington Highway, Waianae, HI 96792",NA,NA
"1519","1-9-1-012-067-0040","91-2011 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"1520","1-3-2-043-006-0000","1027-16th AVE, Honolulu, HI 96816",NA,NA
"1521","1-4-7-004-029-0012","47-201B Hui Akikiki PL, Kaneohe, HI 96744",NA,NA
"1522","1-9-8-060-001-0140","98-1369A Kaahumanu ST, Aiea, HI 96701",NA,NA
"1523","1-9-1-037-151-0000","91-1041 Ma Ke Kula PL, Ewa Beach, HI 96706",NA,NA
"1524","1-3-2-056-084-0000","731-16th AVE, Honolulu, HI 96816",NA,NA
"1525","1-4-5-074-067-0000","45-208A Lilipuna RD, Kaneohe, HI 96744",NA,NA
"1526","1-9-9-024-040-0000","99-470 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"1527","1-3-4-001-058-0000","1914-9th AVE, Honolulu, HI 96816",NA,NA
"1528","1-5-9-027-012-0000","59-343 Pupukea RD, Haleiwa, HI 96712",NA,NA
"1529","1-8-6-021-055-0000","86-894 Hale Ekahi Drive, Waianae, HI 96792",NA,NA
"1530","1-4-6-033-021-0000","46-310 Ahui Nani PL, Kaneohe, HI 96744",NA,NA
"1531","1-9-1-056-005-0193","92-1075A Koio Drive, Kapolei, HI 96707",NA,NA
"1532","1-9-1-010-078-0009","91-1924 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"1533","1-3-2-012-049-0001","1010-8th AVE, Honolulu, HI 96816",NA,NA
"1534","1-3-4-001-077-0000","2018-10th AVE, Honolulu, HI 96816",NA,NA
"1535","1-9-1-010-091-0007","91-313 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1536","1-8-7-052-029-0000","87-1597 Mokila ST, Waianae, HI 96792",NA,NA
"1537","1-3-2-048-020-0000","920-19th AVE, Honolulu, HI 96816",NA,NA
"1538","1-4-3-015-013-0000","152B Kalaheo AVE, Kailua, HI 96734",NA,NA
"1539","1-9-4-129-040-0000","94-626 Kuaie ST, Mililani, HI 96789",NA,NA
"1540","1-9-1-107-010-0000","91-1007 Makaike ST, Ewa Beach, HI 96706",NA,NA
"1541","1-4-7-004-020-0109","47-344D Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1542","1-9-9-007-002-0010","99-1381 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"1543","1-4-4-012-064-0166","44-140 6 Mui PL, Kaneohe, HI 96744",NA,NA
"1544","1-9-1-142-102-0000","91-1116 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1545","1-4-5-017-009-0004","45-252 William Henry RD, Kaneohe, HI 96744",NA,NA
"1546","1-9-4-157-071-0000","94-1035 Kuoo ST, Waipahu, HI 96797",NA,NA
"1547","1-9-1-062-120-0000","91-1152 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"1548","1-9-4-136-084-0000","94-1006 Heahea ST, Waipahu, HI 96797",NA,NA
"1549","1-9-8-040-002-0062","98-465 Kaonohi ST, Aiea, HI 96701",NA,NA
"1550","1-4-7-021-039-0000","47-417 Lulani ST, Kaneohe, HI 96744",NA,NA
"1551","1-8-7-006-030-0000","87-1276 Farrington Highway, Waianae, HI 96792",NA,NA
"1552","1-9-1-165-063-0000","91-1378 Halili ST, Ewa Beach, HI 96706",NA,NA
"1553","1-9-4-151-024-0000","94-571 Lumiauau ST, Waipahu, HI 96797",NA,NA
"1554","1-9-7-058-027-0000","2340 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"1555","1-9-1-142-060-0000","91-1120 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"1556","1-9-2-019-032-0054","92-1068 Palahia ST, Kapolei, HI 96707",NA,NA
"1557","1-9-4-009-033-0000","94-1225 Waipahu ST, Waipahu, HI 96797",NA,NA
"1558","1-4-2-093-039-0000","569 Keolu Drive, Kailua, HI 96734",NA,NA
"1559","1-9-1-165-032-0000","91-1197 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"1560","1-9-4-007-047-0116","94-730 Lumiauau ST, Waipahu, HI 96797",NA,NA
"1561","1-9-4-079-090-0000","94-417 Lanikuhana PL, Mililani, HI 96789",NA,NA
"1562","1-9-1-056-004-0110","92-1098 Olani ST, Kapolei, HI 96707",NA,NA
"1563","1-9-1-029-035-0000","91-458 Papipi Drive, Ewa Beach, HI 96706",NA,NA
"1564","1-9-1-039-073-0000","91-693 Kilinahe ST, Ewa Beach, HI 96706",NA,NA
"1565","1-9-7-084-066-0000","627 Hookanike ST, Pearl City, HI 96782",NA,NA
"1566","1-3-2-024-045-0000","718-9th AVE, Honolulu, HI 96816",NA,NA
"1567","1-3-4-001-103-0000","1940-9th AVE, Honolulu, HI 96816",NA,NA
"1568","1-9-8-059-003-0135","98-849 Noelani ST, Pearl City, HI 96782",NA,NA
"1569","1-9-1-027-014-0000","91-529 Pupu ST, Ewa Beach, HI 96706",NA,NA
"1570","1-8-7-050-070-0000","87-1523 Laia ST, Waianae, HI 96792",NA,NA
"1571","1-9-1-117-115-0000","91-1198 Kaiopua ST, Ewa Beach, HI 96706",NA,NA
"1572","1-9-4-018-005-0000","94-146 Awamoku ST, Waipahu, HI 96797",NA,NA
"1573","1-9-5-043-053-0000","95-1185 Leolani ST, Mililani, HI 96789",NA,NA
"1574","1-9-1-056-005-0195","92-1075C Koio Drive, Kapolei, HI 96707",NA,NA
"1575","1-9-4-170-124-0000","94-1008 Hahana ST, Waipahu, HI 96797",NA,NA
"1576","1-9-7-021-048-0000","926-3rd ST, Pearl City, HI 96782",NA,NA
